3042, 1473
3043, 1440
3044, 1419
3045, 1426
3046, 1441
3047, 1438
3048, 1436
3049, 1437
3050, 1415
3051, 1409
3052, 1429
3053, 1451
3054, 1495
3056, 1512
3057, 1514
3058, 1498
3059, 1451
3060, 1412
3061, 1382
3062, 1378
3063, 1391
3064, 1384
3065, 1378
3066, 1377
3067, 1360
3068, 1347
3069, 1364
3070, 1383
3071, 1421
3072, 1447
3073, 1449
3074, 1439
3075, 1404
3076, 1365
3077, 1334
3078, 1324
3079, 1336
3080, 1350
3081, 1349
3082, 1353
3083, 1353
3084, 1337
3085, 1357
3086, 1384
3087, 1431
3088, 1472
3089, 1486
3090, 1494
3091, 1478
3092, 1443
3093, 1421
3094, 1412
3095, 1426
3096, 1449
3097, 1452
3099, 1458
3100, 1463
3101, 1448
3102, 1462
3103, 1488
3104, 1524
3105, 1573
3106, 1587
3107, 1587
3108, 1567
3109, 1526
3110, 1495
3111, 1480
3112, 1488
3113, 1502
3114, 1499
3115, 1495
3116, 1493
3117, 1475
3118, 1468
3119, 1490
3120, 1517
3121, 1560
3122, 1586
3123, 1588
3124, 1579
3125, 1536
3126, 1497
3127, 1469
3128, 1466
3129, 1489
3130, 1502
3131, 1502
3132, 1500
3133, 1490
3134, 1477
3135, 1496
3136, 1520
3137, 1561
3138, 1596
3139, 1611
3140, 1603
3142, 1564
3143, 1523
3144, 1494
3145, 1479
3146, 1491
3147, 1500
3148, 1492
3149, 1496
3150, 1495
3151, 1473
3152, 1484
3153, 1507
3154, 1540
3155, 1581
3156, 1590
3157, 1581
3158, 1558
3159, 1518
3160, 1491
3161, 1477
3162, 1485
3163, 1496
3164, 1488
3165, 1477
3166, 1473
3167, 1452
3168, 1461
3169, 1480
3170, 1509
3171, 1556
3172, 1575
3173, 1575
3174, 1559
3175, 1519
3176, 1485
3177, 1464
3178, 1460
3179, 1472
3180, 1474
3181, 1464
3182, 1464
3184, 1451
3185, 1440
3186, 1459
3187, 1484
3188, 1525
3189, 1553
3190, 1561
3191, 1551
3192, 1511
3193, 1470
3194, 1440
3195, 1429
3196, 1441
3197, 1449
3198, 1440
3199, 1437
3200, 1432
3201, 1412
3202, 1421
3203, 1445
3204, 1488
3205, 1522
3206, 1532
3207, 1526
3208, 1493
3209, 1448
3210, 1411
3211, 1397
3212, 1409
3213, 1420
3214, 1415
3215, 1413
3216, 1407
3217, 1379
3218, 1385
3219, 1412
3220, 1445
3221, 1484
3222, 1497
3223, 1498
3224, 1482
3225, 1442
3227, 1407
3228, 1387
3229, 1390
3230, 1406
3231, 1402
3232, 1395
3233, 1394
3234, 1381
3235, 1373
3236, 1385
3237, 1409
3238, 1459
3239, 1481
3240, 1486
3241, 1478
3242, 1438
3243, 1403
3244, 1382
3245, 1375
3246, 1389
3247, 1393
3248, 1385
3249, 1386
3250, 1377
3251, 1363
3252, 1375
3253, 1401
3254, 1440
3255, 1476
3256, 1489
3257, 1479
3258, 1446
3259, 1410
3260, 1384
3261, 1370
3262, 1384
3263, 1396
3264, 1389
3265, 1386
3266, 1380
3267, 1358
3268, 1371
3270, 1394
3271, 1434
3272, 1472
3273, 1480
3274, 1479
3275, 1450
3276, 1409
3277, 1378
3278, 1359
3279, 1362
3280, 1379
3281, 1373
3282, 1369
3283, 1367
3284, 1349
3285, 1351
3286, 1376
3287, 1403
3288, 1443
3289, 1465
3290, 1466
3291, 1447
3292, 1413
3293, 1378
3294, 1356
3295, 1359
3296, 1378
3297, 1381
3298, 1377
3299, 1377
3300, 1363
3301, 1354
3302, 1381
3303, 1409
3304, 1455
3305, 1481
3306, 1482
3307, 1476
3308, 1441
3309, 1405
3310, 1380
3312, 1370
3313, 1390
3314, 1400
3315, 1402
3316, 1417
3317, 1415
3318, 1399
3319, 1410
3320, 1432
3321, 1479
3322, 1516
3323, 1527
3324, 1540
3325, 1540
3326, 1530
3327, 1525
3328, 1535
3329, 1566
3330, 1591
3331, 1590
3332, 1578
3333, 1555
3334, 1517
3335, 1500
3336, 1504
3337, 1521
3338, 1555
3339, 1554
3340, 1547
3341, 1519
3342, 1472
3343, 1425
3344, 1398
3345, 1398
3346, 1411
3347, 1409
3348, 1407
3349, 1400
3350, 1384
3351, 1382
3352, 1408
3353, 1438
3355, 1484
3356, 1512
3357, 1516
3358, 1501
3359, 1469
3360, 1438
3361, 1425
3362, 1426
3363, 1445
3364, 1449
3365, 1445
3366, 1447
3367, 1437
3368, 1426
3369, 1444
3370, 1474
3371, 1519
3372, 1547
3373, 1546
3374, 1534
3375, 1500
3376, 1456
3377, 1423
3378, 1407
3379, 1422
3380, 1430
3381, 1420
3382, 1413
3383, 1401
3384, 1383
3385, 1388
3386, 1405
3387, 1440
3388, 1477
3389, 1483
3390, 1480
3391, 1453
3392, 1414
3393, 1381
3394, 1361
3395, 1365
3396, 1378
3398, 1370
3399, 1376
3400, 1375
3401, 1349
3402, 1351
3403, 1372
3404, 1402
3405, 1450
3406, 1470
3407, 1475
3408, 1457
3409, 1416
3410, 1380
3411, 1365
3412, 1370
3413, 1394
3414, 1396
3415, 1399
3416, 1410
3417, 1401
3418, 1399
3419, 1426
3420, 1458
3421, 1507
3422, 1529
3423, 1537
3424, 1530
3425, 1500
3426, 1460
3427, 1433
3428, 1432
3429, 1452
3430, 1465
3431, 1463
3432, 1469
3433, 1469
3434, 1451
3435, 1469
3436, 1491
3437, 1533
3438, 1569
3440, 1579
3441, 1568
3442, 1538
3443, 1498
3444, 1467
3445, 1451
3446, 1467
3447, 1481
3448, 1480
3449, 1481
3450, 1471
3451, 1448
3452, 1456
3453, 1480
3454, 1513
3455, 1551
3456, 1564
3457, 1563
3458, 1545
3459, 1500
3460, 1462
3461, 1442
3462, 1452
3463, 1481
3464, 1491
3465, 1489
3466, 1477
3467, 1455
3468, 1449
3469, 1465
3470, 1490
3471, 1532
3472, 1550
3473, 1554
3474, 1539
3475, 1505
3476, 1468
3477, 1441
3478, 1438
3479, 1457
3480, 1462
3481, 1454
3483, 1452
3484, 1436
3485, 1423
3486, 1438
3487, 1462
3488, 1505
3489, 1532
3490, 1540
3491, 1537
3492, 1511
3493, 1467
3494, 1438
3495, 1425
3496, 1441
3497, 1448
3498, 1439
3499, 1441
3500, 1435
3501, 1419
3502, 1428
3503, 1451
3504, 1494
3505, 1532
3506, 1540
3507, 1536
3508, 1507
3509, 1467
3510, 1433
3511, 1415
3512, 1423
3513, 1437
3514, 1435
3515, 1432
3516, 1434
3517, 1409
3518, 1413
3519, 1435
3520, 1467
3521, 1511
3522, 1530
3523, 1530
3524, 1507
3526, 1464
3527, 1427
3528, 1416
3529, 1421
3530, 1437
3531, 1436
3532, 1441
3533, 1447
3534, 1424
3535, 1416
3536, 1432
3537, 1454
3538, 1499
3539, 1525
3540, 1530
3541, 1518
3542, 1482
3543, 1444
3544, 1420
3545, 1413
3546, 1426
3547, 1435
3548, 1429
3549, 1429
3550, 1419
3551, 1401
3552, 1415
3553, 1445
3554, 1498
3555, 1533
3556, 1537
3557, 1523
3558, 1493
3559, 1451
3560, 1428
3561, 1423
3562, 1440
3563, 1448
